city_key,city_name,jurisdiction_id,offense,admission_mode,share_admitted_flag,feed_total_candidate_flag,admitted_flag,qa_status,raw_offense_rows,matched_share_rows,match_share,share_sum,share_sum_pass,official_total,preferred_source,quality_tier_preferred,reconciliation_relative_delta,reconciles_within_10pct,share_geography_pass,total_lane_disposition,share_lane_disposition,reconciliation_disposition,validation_source_name,validation_source_url,adjudication,adjudication_note
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,aggravated_assault,share_only,True,False,True,pass_share_only,1975.0,1966.0,0.9954430379746836,1.0,True,2444.0,local_publication_annual,high,0.1918985270049099,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,burglary,feed_total_candidate,True,True,True,pass_share_only,1761.0,1761.0,1.0,1.0,True,1704.0,local_publication_annual,high,0.0334507042253521,True,True,feed_total_candidate,admit_share_only,reconciled_within_strict_10pct,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,larceny,feed_total_candidate,True,True,True,pass_share_only,14431.0,13750.0,0.9528099230822534,1.0,True,13208.0,local_publication_annual,high,0.092595396729255,True,True,feed_total_candidate,admit_share_only,reconciled_within_strict_10pct,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,motor_vehicle_theft,share_only,True,False,True,pass_share_only,4225.0,3883.0,0.9190532544378698,1.0,True,3673.0,local_publication_annual,high,0.1502858698611489,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,murder,feed_total_candidate,True,True,True,pass_share_only,120.0,120.0,1.0,1.0,True,126.0,local_publication_annual,high,0.0476190476190476,True,True,feed_total_candidate,admit_share_only,reconciled_within_strict_10pct,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,rape,share_only,True,False,True,pass_share_only,100.0,100.0,1.0,1.0,True,79.0,local_publication_annual,high,0.2658227848101265,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
atlanta_ga,"Atlanta, Georgia",13:municipal:place:1304000,robbery,share_only,True,False,True,pass_share_only,577.0,576.0,0.9982668977469672,1.0,True,506.0,local_publication_annual,high,0.1403162055335968,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Atlanta Police Open Data Portal OpenDataWebsite_Crime_view,https://atlanta-police-opendata-atlantapd.hub.arcgis.com/pages/2f68476999b74aa0b8dc9769822854d2,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,aggravated_assault,share_only,True,False,True,pass_share_only,1705.0,1702.0,0.9982404692082112,1.0,True,513.0,srs_return_a_annual,sparse,2.323586744639376,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Baton Rouge Police Crime Incidents,https://data.brla.gov/Public-Safety/Baton-Rouge-Police-Crime-Incidents/pbin-pcm7,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,burglary,share_only,True,False,True,pass_share_only,2363.0,2363.0,1.0,1.0,True,839.0,srs_return_a_annual,sparse,1.8164481525625744,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Baton Rouge Police Crime Incidents,https://data.brla.gov/Public-Safety/Baton-Rouge-Police-Crime-Incidents/pbin-pcm7,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
baton_rouge_la,"Baton Rouge, Louisiana",22:municipal:place:2205000,larceny,share_only,True,False,True,pass_share_only,7888.0,7882.0,0.9992393509127788,1.0,True,2214.0,srs_return_a_annual,sparse,2.5627822944896117,False,True,official_control,admit_share_only,unreconciled_keep_share_only,Baton Rouge Police Crime Incidents,https://data.brla.gov/Public-Safety/Baton-Rouge-Police-Crime-Incidents/pbin-pcm7,runner_verbatim,batch A 2026-06-18 admission file carried over verbatim
