ori,state_fips,block_group_geoid,weight_share,bg_population_coverage_share,weight_share_basis,geometry_source_type,geometry_source_ref,footprint_note
TX2203600,48,481130141242,0.000692932507902,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141472,0.001489320220642,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141481,0.003620742064711,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141482,0.000621794989032,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141581,0.000101022907208,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141591,0.001043372542297,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141592,9.16095059e-06,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141601,0.001149526122432,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141611,0.000508297027506,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481130141612,0.000612401557841,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,481139800001,0.364678188186845,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391065232,0.000157546673726,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391065233,0.001737882441892,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391065234,0.014399147391512,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391135131,0.001034472785079,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391135203,5.1652318382e-05,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391136362,0.000539793913722,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391137092,0.001250563680135,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391137121,0.004411725650961,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391137123,9.1588084018e-05,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391137131,0.00141598598407,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484391137151,2.5212878094e-05,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
TX2203600,48,484399800001,0.600357669121403,,activity_or_area,official_arcgis_feature_layer,https://services8.arcgis.com/0J6dOvmb0GFDZ7sY/arcgis/rest/services/Boundary/FeatureServer/0,Union of the official DFW AIRPORTBOUNDARY ArcGIS layer intersected with 2020 Texas TIGER block groups; shares use EPSG:5070 intersection area.
CA0012100,6,60014001002,0.0076069620474,,activity_or_area,official_gtfs_plus_official_kmz_geometry,"BART official GTFS permalink plus official stations-tracks-entrances KMZ from the BART developer/geospatial pages; footprint uses a 20 m track buffer and 45 m station-complex buffer in EPSG:5070, with 75 m buffers for the unlinked Coliseum/Airport Connector and eBART Transfer KMZ station centroids.","Union of the official BART track centerline buffered 20 m, station-complex convex hulls built from official station entrances plus linked official station centroids buffered 45 m, and 75 m buffers for the unlinked official Coliseum/Airport Connector and eBART Transfer station centroids; intersected with 2020 California TIGER block groups using EPSG:5070 area shares."
CA0012100,6,60014002002,0.000788600710627,,activity_or_area,official_gtfs_plus_official_kmz_geometry,"BART official GTFS permalink plus official stations-tracks-entrances KMZ from the BART developer/geospatial pages; footprint uses a 20 m track buffer and 45 m station-complex buffer in EPSG:5070, with 75 m buffers for the unlinked Coliseum/Airport Connector and eBART Transfer KMZ station centroids.","Union of the official BART track centerline buffered 20 m, station-complex convex hulls built from official station entrances plus linked official station centroids buffered 45 m, and 75 m buffers for the unlinked official Coliseum/Airport Connector and eBART Transfer station centroids; intersected with 2020 California TIGER block groups using EPSG:5070 area shares."
CA0012100,6,60014003001,0.003862958408037,,activity_or_area,official_gtfs_plus_official_kmz_geometry,"BART official GTFS permalink plus official stations-tracks-entrances KMZ from the BART developer/geospatial pages; footprint uses a 20 m track buffer and 45 m station-complex buffer in EPSG:5070, with 75 m buffers for the unlinked Coliseum/Airport Connector and eBART Transfer KMZ station centroids.","Union of the official BART track centerline buffered 20 m, station-complex convex hulls built from official station entrances plus linked official station centroids buffered 45 m, and 75 m buffers for the unlinked official Coliseum/Airport Connector and eBART Transfer station centroids; intersected with 2020 California TIGER block groups using EPSG:5070 area shares."
CA0012100,6,60014003003,0.005124666003304,,activity_or_area,official_gtfs_plus_official_kmz_geometry,"BART official GTFS permalink plus official stations-tracks-entrances KMZ from the BART developer/geospatial pages; footprint uses a 20 m track buffer and 45 m station-complex buffer in EPSG:5070, with 75 m buffers for the unlinked Coliseum/Airport Connector and eBART Transfer KMZ station centroids.","Union of the official BART track centerline buffered 20 m, station-complex convex hulls built from official station entrances plus linked official station centroids buffered 45 m, and 75 m buffers for the unlinked official Coliseum/Airport Connector and eBART Transfer station centroids; intersected with 2020 California TIGER block groups using EPSG:5070 area shares."
CA0012100,6,60014003004,0.001094913635694,,activity_or_area,official_gtfs_plus_official_kmz_geometry,"BART official GTFS permalink plus official stations-tracks-entrances KMZ from the BART developer/geospatial pages; footprint uses a 20 m track buffer and 45 m station-complex buffer in EPSG:5070, with 75 m buffers for the unlinked Coliseum/Airport Connector and eBART Transfer KMZ station centroids.","Union of the official BART track centerline buffered 20 m, station-complex convex hulls built from official station entrances plus linked official station centroids buffered 45 m, and 75 m buffers for the unlinked official Coliseum/Airport Connector and eBART Transfer station centroids; intersected with 2020 California TIGER block groups using EPSG:5070 area shares."
