reference_year,reference_type,reference_label,official_count,source_name,source_url,source_contract
2024,violent,Homicide,269,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,violent,Rape,487,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,violent,Robbery/Gun,1270,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,violent,Robbery/Other,2424,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,violent,Aggravated Assault/Gun,2630,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,violent,Aggravated Assault/Other,5558,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Burglary/Residential,3495,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Burglary/Commercial,1581,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Theft from Person,91,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Theft from Auto,9950,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Theft,14687,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Theft/Retail,22176,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
2024,property,Auto Theft,15833,Philadelphia Police Department Crime Statistics citywide table,https://www.phillypolice.com/crime-data/crime-statistics/,"POST https://www.phillypolice.com/wp-admin/admin-ajax.php with action=get_crimedata_content and date=2024-12-31"
