ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
VAMWA0000,51,511079801001,0.6756686762469776,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510599802001,0.18567315625081052,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510139802001,0.07099447909912208,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,511076106042,0.005127425235159637,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,511076110203,0.004130882016440266,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,511076110041,0.0032812741800147,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510594802043,0.00278445365527371,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510594819002,0.002738446727749369,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510594803023,0.002651395947013331,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
VAMWA0000,51,510594712041,0.0023441908645947234,official_airport_bg_proxy_plus_official_route_service_qa,https://www.flyreagan.com/airport-overview | https://www.mwaa.com/sites/mwaa.com/files/2024-03/dca_roadway_ea_v1_final_ea_20231213_signed.pdf | https://www.flydulles.com/airport-overview | https://www.flydulles.com/about-airport/dulles-international-airport-master-plan | https://services.arcgis.com/p5v98VHDX9Atv3l7/arcgis/rest/services/VDOT_Routes/FeatureServer/0 | https://www.mwaa.com/news/toll-calculator-now-available-dulles-toll-road-website,"Union of bounded Virginia airport-campus proxies and the official VDOT Route 267 corridor for MWAA-policed roadway facilities: Ronald Reagan Washington National uses special block group 510139802001 as an 860-acre official-campus proxy validated against the official DCA roadway EA materials; Washington Dulles uses special block groups 510599802001 and 511079801001 as an ~11,184-acre official-property proxy validated against the official Dulles master-plan / ALP property map; the Dulles roadway facilities use the official VDOT Route 267 centerline within the airport corridor buffered 20 m in EPSG:5070. Intersections use 2020 Virginia TIGER block groups and EPSG:5070 area shares."
