case_id,class,subclass,batch_file,index_in_batch,state,n_oris,oris,provenance_kind,mass_hint,evidence_chars
b2-TX0912300-tom-bean,published_zero,b2_cius,batches/batch_044.json,9,TX,1,TX0912300,full_year_nibrs_backed,1.0,5426
c-SD0330000-hutchinson,token_reporter,c,batches/batch_044.json,10,SD,1,SD0330000,,6.0,5315
c-TX1960200-woodsboro,token_reporter,c,batches/batch_044.json,11,TX,1,TX1960200,,6.0,5364
b2-TX1800100-vega,published_zero,b2_cius,batches/batch_045.json,0,TX,1,TX1800100,full_year_nibrs_backed,1.0,5283
c-TX2460100-florence,token_reporter,c,batches/batch_045.json,1,TX,1,TX2460100,,6.0,5417
c-VA0960400-pound,token_reporter,c,batches/batch_045.json,2,VA,1,VA0960400,,6.0,5246
b2-TX2340200-edgewood,published_zero,b2_cius,batches/batch_045.json,3,TX,1,TX2340200,full_year_nibrs_backed,1.0,5432
a3-NJ-delaware-township-vs-surf-city,ambiguous_twin,a3,batches/batch_045.json,4,NJ,2,NJ0100700|NJ0153100,,12.0,6156
c-WI0682500-eagle-village,token_reporter,c,batches/batch_045.json,5,WI,1,WI0682500,,6.0,5350
c-GA1050200-eton,token_reporter,c,batches/batch_045.json,6,GA,1,GA1050200,,5.5,5369
b2-IL0571400-stanford,published_zero,b2_cius,batches/batch_045.json,7,IL,1,IL0571400,full_year_nibrs_backed,0.5,5464
c-OK0230700-shattuck,token_reporter,c,batches/batch_045.json,8,OK,1,OK0230700,,5.5,5404
c-PA0066000-tulpehocken-township,token_reporter,c,batches/batch_045.json,9,PA,1,PA0066000,,5.5,5280
b2-KY0430200-caneyville,published_zero,b2_cius,batches/batch_045.json,10,KY,1,KY0430200,full_year_nibrs_backed,0.5,5420
c-PA0070800-duncansville,token_reporter,c,batches/batch_045.json,11,PA,1,PA0070800,,5.5,5343
c-TX0990100-chillicothe,token_reporter,c,batches/batch_046.json,0,TX,1,TX0990100,,5.5,5196
c-UT0020700-mantua,token_reporter,c,batches/batch_046.json,1,UT,1,UT0020700,,5.5,5390
b2-KY0900200-bloomfield,published_zero,b2_cius,batches/batch_046.json,2,KY,1,KY0900200,full_year_nibrs_backed,0.5,5537
a3-OH-coldwater-vs-bellville,ambiguous_twin,a3,batches/batch_046.json,3,OH,2,OH0540400|OH0700500,,12.0,6421
c-IL0110500-assumption,token_reporter,c,batches/batch_046.json,4,IL,1,IL0110500,,5.0,5326
c-IL0221800-wayne,token_reporter,c,batches/batch_046.json,5,IL,1,IL0221800,,5.0,5405
b2-KY0950100-booneville,published_zero,b2_cius,batches/batch_046.json,6,KY,1,KY0950100,full_year_nibrs_backed,0.5,5467
c-IL0320300-mazon,token_reporter,c,batches/batch_046.json,7,IL,1,IL0320300,,5.0,5301
c-KY0290100-burkesville,token_reporter,c,batches/batch_046.json,8,KY,1,KY0290100,,5.0,5403
b2-MN0170500-westbrook,published_zero,b2_cius,batches/batch_046.json,9,MN,1,MN0170500,full_year_nibrs_backed,0.5,5424
c-MN0110700-pillager,token_reporter,c,batches/batch_046.json,10,MN,1,MN0110700,,5.0,5293
c-MO0440500-oregon,token_reporter,c,batches/batch_046.json,11,MO,1,MO0440500,,5.0,5258
b2-MN0410100-tyler,published_zero,b2_cius,batches/batch_047.json,0,MN,1,MN0410100,full_year_nibrs_backed,0.5,5427
c-MT0130000-fallon,token_reporter,c,batches/batch_047.json,1,MT,1,MT0130000,,5.0,5337
a3-PA-geistown-vs-milford,ambiguous_twin,a3,batches/batch_047.json,2,PA,2,PA0111100|PA0520200,,12.0,6153
c-NJ0151000-island-heights,token_reporter,c,batches/batch_047.json,3,NJ,1,NJ0151000,,5.0,5421
b2-MO0540100-alma,published_zero,b2_cius,batches/batch_047.json,4,MO,1,MO0540100,full_year_nibrs_backed,0.5,5448
c-PA0320700-saltsburg,token_reporter,c,batches/batch_047.json,5,PA,1,PA0320700,,5.0,5218
c-TX1660300-thorndale,token_reporter,c,batches/batch_047.json,6,TX,1,TX1660300,,5.0,5402
b2-NH0057000-sugar-hill,published_zero,b2_cius,batches/batch_047.json,7,NH,1,NH0057000,full_year_nibrs_backed,0.5,5489
c-WI0470100-durand,token_reporter,c,batches/batch_047.json,8,WI,1,WI0470100,,5.0,5308
c-AL0320200-berry,token_reporter,c,batches/batch_047.json,9,AL,1,AL0320200,,4.5,5352
b2-OK0572300-wynona,published_zero,b2_cius,batches/batch_047.json,10,OK,1,OK0572300,full_year_nibrs_backed,0.5,5509
c-MA0060100-ashfield,token_reporter,c,batches/batch_047.json,11,MA,1,MA0060100,,4.5,5407
c-ND0260200-wishek,token_reporter,c,batches/batch_048.json,0,ND,1,ND0260200,,4.5,5422
a3-MN-univ-of-mn-vs-upper-sioux-community,ambiguous_twin,a3,batches/batch_048.json,1,MN,2,MN0750600|MNDI02300,,11.0,6191
c-PA0490900-zerbe-township,token_reporter,c,batches/batch_048.json,2,PA,1,PA0490900,,4.5,5247
b2-OK0680600-gans,published_zero,b2_cius,batches/batch_048.json,3,OK,1,OK0680600,full_year_nibrs_backed,0.5,5468
c-VA0010300-parksley,token_reporter,c,batches/batch_048.json,4,VA,1,VA0010300,,4.5,5354
c-AL0380900-taylor,token_reporter,c,batches/batch_048.json,5,AL,1,AL0380900,,4.0,5276
b2-PA0031100-rural-valley,published_zero,b2_cius,batches/batch_048.json,6,PA,1,PA0031100,zero_month_submission,0.5,5385
c-IA0620200-new-sharon,token_reporter,c,batches/batch_048.json,7,IA,1,IA0620200,,4.0,5336
c-IL0090000-cass,token_reporter,c,batches/batch_048.json,8,IL,1,IL0090000,,4.0,5301
b2-PA0544500-walker-township,published_zero,b2_cius,batches/batch_048.json,9,PA,1,PA0544500,zero_month_submission,0.5,5376
c-IL0570800-colfax,token_reporter,c,batches/batch_048.json,10,IL,1,IL0570800,,4.0,5334
c-IL0603800-grantfork,token_reporter,c,batches/batch_048.json,11,IL,1,IL0603800,,4.0,5346
a3-MO-state-park-rangers-vs-univ-of-mo,ambiguous_twin,a3,batches/batch_049.json,0,MO,2,MO0261600|MO0950B00,,11.0,6379
b2-PA0561100-jennerstown,published_zero,b2_cius,batches/batch_049.json,1,PA,1,PA0561100,zero_month_submission,0.5,5400
c-KS0160300-lebo,token_reporter,c,batches/batch_049.json,2,KS,1,KS0160300,,4.0,5258
c-KY1010000-robertson,token_reporter,c,batches/batch_049.json,3,KY,1,KY1010000,,4.0,5311
b2-PA0580400-montrose,published_zero,b2_cius,batches/batch_049.json,4,PA,1,PA0580400,zero_month_submission,0.5,5396
c-MA0143100-new-braintree,token_reporter,c,batches/batch_049.json,5,MA,1,MA0143100,,4.0,5482
c-ME0150200-eastport,token_reporter,c,batches/batch_049.json,6,ME,1,ME0150200,,4.0,5421
b2-PA0652900-avonmore-boro,published_zero,b2_cius,batches/batch_049.json,7,PA,1,PA0652900,zero_month_submission,0.5,5434
c-MI7859600-morrice,token_reporter,c,batches/batch_049.json,8,MI,1,MI7859600,,4.0,5394
c-MT0440300-colstrip,token_reporter,c,batches/batch_049.json,9,MT,1,MT0440300,,4.0,5453
b2-SC0210700-quinby,published_zero,b2_cius,batches/batch_049.json,10,SC,1,SC0210700,full_year_nibrs_backed,0.5,5462
a3-NJ-harrington-park-vs-bay-head,ambiguous_twin,a3,batches/batch_049.json,11,NJ,2,NJ0022400|NJ0150200,,11.0,6260
c-NY0100200-philmont-village,token_reporter,c,batches/batch_050.json,0,NY,1,NY0100200,,4.0,5369
c-NY0122400-hancock-village,token_reporter,c,batches/batch_050.json,1,NY,1,NY0122400,,4.0,5399
b2-TX0911800-grayson-college,published_zero,b2_cius,batches/batch_050.json,2,TX,1,TX0911800,full_year_nibrs_backed,0.5,5640
c-NY0192200-coxsackie-village,token_reporter,c,batches/batch_050.json,3,NY,1,NY0192200,,4.0,5367
c-NY0195100-durham-town,token_reporter,c,batches/batch_050.json,4,NY,1,NY0195100,,4.0,5289
c-NY0602100-attica-village,token_reporter,c,batches/batch_050.json,5,NY,1,NY0602100,,4.0,5408
b2-AL0060300-clio,published_zero,b2_cius,batches/batch_050.json,6,AL,1,AL0060300,full_year_nibrs_backed,0.0,5372
c-SD0310000-harding,token_reporter,c,batches/batch_050.json,7,SD,1,SD0310000,,4.0,5245
c-TX0560000-dallam,token_reporter,c,batches/batch_050.json,8,TX,1,TX0560000,,4.0,5256
b2-AL0080500-highland-lake,published_zero,b2_cius,batches/batch_050.json,9,AL,1,AL0080500,full_year_nibrs_backed,0.0,5444
a3-OK-southwestern-ok-state-vs-south-coffeyville,ambiguous_twin,a3,batches/batch_050.json,10,OK,2,OK0200900|OK0530800,,11.0,6462
c-TX0910100-collinsville,token_reporter,c,batches/batch_050.json,11,TX,1,TX0910100,,4.0,5395
c-GA0080300-kingston,token_reporter,c,batches/batch_051.json,0,GA,1,GA0080300,,3.5,5373
b2-AL0160600-coffeeville,published_zero,b2_cius,batches/batch_051.json,1,AL,1,AL0160600,full_year_nibrs_backed,0.0,5415
c-IA0820500-blue-grass,token_reporter,c,batches/batch_051.json,2,IA,1,IA0820500,,3.5,5381
c-IL0501600-tonica,token_reporter,c,batches/batch_051.json,3,IL,1,IL0501600,,3.5,5211
b2-AL0420400-hillsboro,published_zero,b2_cius,batches/batch_051.json,4,AL,1,AL0420400,full_year_nibrs_backed,0.0,5393
c-KS0050400-claflin,token_reporter,c,batches/batch_051.json,5,KS,1,KS0050400,,3.5,5329
c-MN0150200-clearbrook,token_reporter,c,batches/batch_051.json,6,MN,1,MN0150200,,3.5,5357
b2-AL0480300-thomaston,published_zero,b2_cius,batches/batch_051.json,7,AL,1,AL0480300,full_year_nibrs_backed,0.0,5396
c-MN0530200-adrian,token_reporter,c,batches/batch_051.json,8,MN,1,MN0530200,,3.5,5388
a3-PA-upper-makefield-township-vs-croyle-township,ambiguous_twin,a3,batches/batch_051.json,9,PA,2,PA0092300|PA0115300,,11.0,6212
c-IL0493300-tower-lakes,token_reporter,c,batches/batch_051.json,10,IL,1,IL0493300,,3.0,5365
b2-GA0190300-leary,published_zero,b2_cius,batches/batch_051.json,11,GA,1,GA0190300,full_year_nibrs_backed,0.0,5394
c-IL0790900-ruma,token_reporter,c,batches/batch_052.json,0,IL,1,IL0790900,,3.0,5281
c-IL0870600-cowden,token_reporter,c,batches/batch_052.json,1,IL,1,IL0870600,,3.0,5329
b2-GA0290900-athens-technical-college,published_zero,b2_cius,batches/batch_052.json,2,GA,1,GA0290900,full_year_nibrs_backed,0.0,5624
c-KS0860000-scott,token_reporter,c,batches/batch_052.json,3,KS,1,KS0860000,,3.0,5329
c-KY0550100-mckee,token_reporter,c,batches/batch_052.json,4,KY,1,KY0550100,,3.0,5403
b2-GA0680800-piedmont-college,published_zero,b2_cius,batches/batch_052.json,5,GA,1,GA0680800,full_year_nibrs_backed,0.0,5626
c-MA0082000-worthington,token_reporter,c,batches/batch_052.json,6,MA,1,MA0082000,,3.0,5400
c-MN0230100-chatfield,token_reporter,c,batches/batch_052.json,7,MN,1,MN0230100,,3.0,5292
a3-PA-hughesville-vs-shamokin-dam,ambiguous_twin,a3,batches/batch_052.json,8,PA,2,PA0410800|PA0550300,,11.0,6212
c-MN0640700-walnut-grove,token_reporter,c,batches/batch_052.json,9,MN,1,MN0640700,,3.0,5284
b2-GA0810400-bartow,published_zero,b2_cius,batches/batch_052.json,10,GA,1,GA0810400,full_year_nibrs_backed,0.0,5409
c-MO0241000-oakview-village,token_reporter,c,batches/batch_052.json,11,MO,1,MO0241000,,3.0,5327
c-NB0230000-dawes,token_reporter,c,batches/batch_053.json,0,NE,1,NB0230000,,3.0,5284
b2-GA0810500-stapleton,published_zero,b2_cius,batches/batch_053.json,1,GA,1,GA0810500,full_year_nibrs_backed,0.0,5400
c-NC0101000-caswell-beach,token_reporter,c,batches/batch_053.json,2,NC,1,NC0101000,,3.0,5369
c-NJ0132000-interlaken,token_reporter,c,batches/batch_053.json,3,NJ,1,NJ0132000,,3.0,5314
b2-GA0850200-milner,published_zero,b2_cius,batches/batch_053.json,4,GA,1,GA0850200,full_year_nibrs_backed,0.0,5340
c-NY0223400-black-river,token_reporter,c,batches/batch_053.json,5,NY,1,NY0223400,,3.0,5335
c-NY0353600-tuxedo-park-village,token_reporter,c,batches/batch_053.json,6,NY,1,NY0353600,,3.0,5354
a2-MA01101-avon,ambiguous_twin,a2,batches/batch_053.json,7,MA,2,MA0110100|MA011019E,,10.0,6165
b2-GA1100400-braswell,published_zero,b2_cius,batches/batch_053.json,8,GA,1,GA1100400,full_year_nibrs_backed,0.0,5469
c-OK0120300-boswell,token_reporter,c,batches/batch_053.json,9,OK,1,OK0120300,,3.0,5349
c-OK0241500-lahoma,token_reporter,c,batches/batch_053.json,10,OK,1,OK0241500,,3.0,5371
b2-IA0540100-sigourney,published_zero,b2_cius,batches/batch_053.json,11,IA,1,IA0540100,full_year_nibrs_backed,0.0,5377
c-PA0095200-ivyland,token_reporter,c,batches/batch_054.json,0,PA,1,PA0095200,,3.0,5202
c-PA0200500-cochranton,token_reporter,c,batches/batch_054.json,1,PA,1,PA0200500,,3.0,5245
b2-IA0820500-blue-grass,published_zero,b2_cius,batches/batch_054.json,2,IA,1,IA0820500,full_year_nibrs_backed,0.0,5484
c-PA0221800-wiconisco-township,token_reporter,c,batches/batch_054.json,3,PA,1,PA0221800,,3.0,5201
c-PA0482100-portland,token_reporter,c,batches/batch_054.json,4,PA,1,PA0482100,,3.0,5190
a3-AR-state-capitol-police-vs-rose-bud,ambiguous_twin,a3,batches/batch_054.json,5,AR,2,AR0601700|AR0730600,,10.0,6319
b2-IA0820800-princeton,published_zero,b2_cius,batches/batch_054.json,6,IA,1,IA0820800,full_year_nibrs_backed,0.0,5364
c-TX2101600-tenaha,token_reporter,c,batches/batch_054.json,7,TX,1,TX2101600,,3.0,5222
c-KY0900200-bloomfield,token_reporter,c,batches/batch_054.json,8,KY,1,KY0900200,,2.5,5358
c-MA0080600-goshen,token_reporter,c,batches/batch_054.json,9,MA,1,MA0080600,,2.5,5394
b2-IL0140600-albers,published_zero,b2_cius,batches/batch_054.json,10,IL,1,IL0140600,full_year_nibrs_backed,0.0,5430
c-OK0221100-seiling,token_reporter,c,batches/batch_054.json,11,OK,1,OK0221100,,2.5,5383
c-PA0092500-hulmeville,token_reporter,c,batches/batch_055.json,0,PA,1,PA0092500,,2.5,5208
b2-IL0141500-kaskaskia-college,published_zero,b2_cius,batches/batch_055.json,1,IL,1,IL0141500,full_year_nibrs_backed,0.0,5307
c-PA0543400-ryan-township,token_reporter,c,batches/batch_055.json,2,PA,1,PA0543400,,2.5,5183
c-PA0580300-lanesboro,token_reporter,c,batches/batch_055.json,3,PA,1,PA0580300,,2.5,5216
b2-IL0150900-lake-land-college,published_zero,b2_cius,batches/batch_055.json,4,IL,1,IL0150900,full_year_nibrs_backed,0.0,5669
a3-IA-colfax-vs-monroe,ambiguous_twin,a3,batches/batch_055.json,5,IA,2,IA0500200|IA0500300,,10.0,6177
c-PA0640300-waymart,token_reporter,c,batches/batch_055.json,6,PA,1,PA0640300,,2.5,5195
c-AL0060300-clio,token_reporter,c,batches/batch_055.json,7,AL,1,AL0060300,,2.0,5191
b2-IL0410300-rend-lake-college,published_zero,b2_cius,batches/batch_055.json,8,IL,1,IL0410300,full_year_nibrs_backed,0.0,5638
c-AL0540500-pickensville,token_reporter,c,batches/batch_055.json,9,AL,1,AL0540500,,2.0,5316
c-AZ0030300-fredonia,token_reporter,c,batches/batch_055.json,10,AZ,1,AZ0030300,,2.0,5303
b2-IL0501300-grand-ridge,published_zero,b2_cius,batches/batch_055.json,11,IL,1,IL0501300,full_year_nibrs_backed,0.0,5503
c-IL0101100-gifford,token_reporter,c,batches/batch_056.json,0,IL,1,IL0101100,,2.0,5219
c-IL0570700-danvers,token_reporter,c,batches/batch_056.json,1,IL,1,IL0570700,,2.0,5213
b2-IL0562500-bull-valley,published_zero,b2_cius,batches/batch_056.json,2,IL,1,IL0562500,full_year_nibrs_backed,0.0,5371
c-KY0450400-south-shore,token_reporter,c,batches/batch_056.json,3,KY,1,KY0450400,,2.0,5401
a3-KY-letcher-vs-magoffin,ambiguous_twin,a3,batches/batch_056.json,4,KY,2,KY0670000|KY0770000,,10.0,6337
c-KY0562300-meadow-vale,token_reporter,c,batches/batch_056.json,5,KY,1,KY0562300,,2.0,5395
b2-IL0601000-livingston,published_zero,b2_cius,batches/batch_056.json,6,IL,1,IL0601000,full_year_nibrs_backed,0.0,5350
c-KY0710400-lewisburg,token_reporter,c,batches/batch_056.json,7,KY,1,KY0710400,,2.0,5376
c-KY0920400-centertown,token_reporter,c,batches/batch_056.json,8,KY,1,KY0920400,,2.0,5351
b2-IL0610900-patoka,published_zero,b2_cius,batches/batch_056.json,9,IL,1,IL0610900,full_year_nibrs_backed,0.0,5317
c-KY0930300-pewee-valley,token_reporter,c,batches/batch_056.json,10,KY,1,KY0930300,,2.0,5391
c-MA0070400-chester,token_reporter,c,batches/batch_056.json,11,MA,1,MA0070400,,2.0,5276
c-MN0120200-montevideo,token_reporter,c,batches/batch_057.json,0,MN,1,MN0120200,,2.0,5399
b2-IL0792100-ellis-grove,published_zero,b2_cius,batches/batch_057.json,1,IL,1,IL0792100,full_year_nibrs_backed,0.0,5306
c-MN0250400-kenyon,token_reporter,c,batches/batch_057.json,2,MN,1,MN0250400,,2.0,5308
a3-MA-wellesley-hills-vs-wellesley-college,ambiguous_twin,a3,batches/batch_057.json,3,MA,2,MA011019E|MA011CL00,,10.0,5860
c-MN0470200-eden-valley,token_reporter,c,batches/batch_057.json,4,MN,1,MN0470200,,2.0,5354
b2-IL0921600-sidell,published_zero,b2_cius,batches/batch_057.json,5,IL,1,IL0921600,full_year_nibrs_backed,0.0,5475
c-MN0650600-buffalo-lake,token_reporter,c,batches/batch_057.json,6,MN,1,MN0650600,,2.0,5344
c-MN0800400-menahga,token_reporter,c,batches/batch_057.json,7,MN,1,MN0800400,,2.0,5340
b2-IL0921800-fithian,published_zero,b2_cius,batches/batch_057.json,8,IL,1,IL0921800,full_year_nibrs_backed,0.0,5481
c-MO0470400-arcadia,token_reporter,c,batches/batch_057.json,9,MO,1,MO0470400,,2.0,5245
c-MO0540300-corder,token_reporter,c,batches/batch_057.json,10,MO,1,MO0540300,,2.0,5310
b2-IL0921900-henning,published_zero,b2_cius,batches/batch_057.json,11,IL,1,IL0921900,full_year_nibrs_backed,0.0,5481
c-NH0084000-new-castle,token_reporter,c,batches/batch_058.json,0,NH,1,NH0084000,,2.0,5379
a3-MI-saugatuck-douglas-vs-morenci,ambiguous_twin,a3,batches/batch_058.json,1,MI,2,MI0335300|MI4659400,,10.0,6504
c-NY0322100-boonville-village,token_reporter,c,batches/batch_058.json,2,NY,1,NY0322100,,2.0,5313
b2-IL0922000-indianola,published_zero,b2_cius,batches/batch_058.json,3,IL,1,IL0922000,full_year_nibrs_backed,0.0,5474
c-NY0502900-wayland-village,token_reporter,c,batches/batch_058.json,4,NY,1,NY0502900,,2.0,5322
c-OK0080900-cement,token_reporter,c,batches/batch_058.json,5,OK,1,OK0080900,,2.0,5340
b2-IN0740600-chrisney,published_zero,b2_cius,batches/batch_058.json,6,IN,1,IN0740600,full_year_nibrs_backed,0.0,5269
c-OK0310800-mccurtain,token_reporter,c,batches/batch_058.json,7,OK,1,OK0310800,,2.0,5348
c-OK0320400-calvin,token_reporter,c,batches/batch_058.json,8,OK,1,OK0320400,,2.0,5236
b2-KS0010300-moran,published_zero,b2_cius,batches/batch_058.json,9,KS,1,KS0010300,full_year_nibrs_backed,0.0,5357
c-OK0641700-rattan,token_reporter,c,batches/batch_058.json,10,OK,1,OK0641700,,2.0,5327
c-PA0094100-langhorne-manor,token_reporter,c,batches/batch_058.json,11,PA,1,PA0094100,,2.0,5273
a3-MI-shelby-vs-west-branch,ambiguous_twin,a3,batches/batch_059.json,0,MI,2,MI6473900|MI6581600,,10.0,6343
b2-KS0160400-waverly,published_zero,b2_cius,batches/batch_059.json,1,KS,1,KS0160400,full_year_nibrs_backed,0.0,5418
c-PA0211000-shiremanstown,token_reporter,c,batches/batch_059.json,2,PA,1,PA0211000,,2.0,5231
c-PA0370700-north-beaver,token_reporter,c,batches/batch_059.json,3,PA,1,PA0370700,,2.0,5231
c-PA0600600-new-berlin,token_reporter,c,batches/batch_059.json,4,PA,1,PA0600600,,2.0,5261
b2-KS0290200-bucklin,published_zero,b2_cius,batches/batch_059.json,5,KS,1,KS0290200,full_year_nibrs_backed,0.0,5376
c-TX0313300-indian-lake,token_reporter,c,batches/batch_059.json,6,TX,1,TX0313300,,2.0,5103
c-KY0563600-strathmoor-village,token_reporter,c,batches/batch_059.json,7,KY,1,KY0563600,,1.5,5403
b2-KS0290300-spearville,published_zero,b2_cius,batches/batch_059.json,8,KS,1,KS0290300,full_year_nibrs_backed,0.0,5453
c-MI6461200-new-era,token_reporter,c,batches/batch_059.json,9,MI,1,MI6461200,,1.5,5391
c-MN0340200-atwater,token_reporter,c,batches/batch_059.json,10,MN,1,MN0340200,,1.5,5326
b2-KS0350300-montezuma,published_zero,b2_cius,batches/batch_059.json,11,KS,1,KS0350300,full_year_nibrs_backed,0.0,5368
a3-NJ-clinton-vs-loch-arbour,ambiguous_twin,a3,batches/batch_060.json,0,NJ,2,NJ0100500|NJ0132400,,10.0,6176
c-NY0222300-brownville-village,token_reporter,c,batches/batch_060.json,1,NY,1,NY0222300,,1.5,5318
c-OK0570600-avant,token_reporter,c,batches/batch_060.json,2,OK,1,OK0570600,,1.5,5342
b2-KS0440300-meriden,published_zero,b2_cius,batches/batch_060.json,3,KS,1,KS0440300,full_year_nibrs_backed,0.0,5407
c-AL0080500-highland-lake,token_reporter,c,batches/batch_060.json,4,AL,1,AL0080500,,1.0,5311
c-AL0160600-coffeeville,token_reporter,c,batches/batch_060.json,5,AL,1,AL0160600,,1.0,5310
b2-KS0720100-delphos,published_zero,b2_cius,batches/batch_060.json,6,KS,1,KS0720100,full_year_nibrs_backed,0.0,5380
c-AL0480300-thomaston,token_reporter,c,batches/batch_060.json,7,AL,1,AL0480300,,1.0,5212
c-CO0480000-phillips,token_reporter,c,batches/batch_060.json,8,CO,1,CO0480000,,1.0,5250
b2-KS0850200-assaria,published_zero,b2_cius,batches/batch_060.json,9,KS,1,KS0850200,full_year_nibrs_backed,0.0,5378
c-GA1290200-leslie,token_reporter,c,batches/batch_060.json,10,GA,1,GA1290200,,1.0,5236
a2-CA04099-highway-patrol-templeton,ambiguous_twin,a2,batches/batch_060.json,11,CA,3,CA0409940|CA0409945|CA0409901,,9.0,6382
c-IA0060400-urbana,token_reporter,c,batches/batch_061.json,0,IA,1,IA0060400,,1.0,5097
b2-KY0110300-perryville,published_zero,b2_cius,batches/batch_061.json,1,KY,1,KY0110300,full_year_nibrs_backed,0.0,5504
c-IL0501300-grand-ridge,token_reporter,c,batches/batch_061.json,2,IL,1,IL0501300,,1.0,5374
c-IL0571400-stanford,token_reporter,c,batches/batch_061.json,3,IL,1,IL0571400,,1.0,5330
c-IL0750400-pleasant-hill,token_reporter,c,batches/batch_061.json,4,IL,1,IL0750400,,1.0,5303
b2-KY0360200-wheelwright,published_zero,b2_cius,batches/batch_061.json,5,KY,1,KY0360200,full_year_nibrs_backed,0.0,5491
c-IL0860400-bluffs,token_reporter,c,batches/batch_061.json,6,IL,1,IL0860400,,1.0,5083
c-KY0451000-bellefonte,token_reporter,c,batches/batch_061.json,7,KY,1,KY0451000,,1.0,5402
b2-KY0360400-wayland,published_zero,b2_cius,batches/batch_061.json,8,KY,1,KY0360400,full_year_nibrs_backed,0.0,5489
c-KY0600200-pippa-passes,token_reporter,c,batches/batch_061.json,9,KY,1,KY0600200,,1.0,5396
a2-CA03399-highway-patrol-temecula,ambiguous_twin,a2,batches/batch_061.json,10,CA,7,CA0339985|CA0339930|CA0339955|CA0339940|CA0339956|CA0339960|CA0339986,,8.0,9232
c-KY0860300-fountain-run,token_reporter,c,batches/batch_061.json,11,KY,1,KY0860300,,1.0,5342
b2-KY0360500-allen,published_zero,b2_cius,batches/batch_062.json,0,KY,1,KY0360500,full_year_nibrs_backed,0.0,5318
c-KY1100400-trenton,token_reporter,c,batches/batch_062.json,1,KY,1,KY1100400,,1.0,5324
c-LA0600900-heflin,token_reporter,c,batches/batch_062.json,2,LA,1,LA0600900,,1.0,5157
b2-KY0430300-clarkson,published_zero,b2_cius,batches/batch_062.json,3,KY,1,KY0430300,full_year_nibrs_backed,0.0,5496
c-MN0410100-tyler,token_reporter,c,batches/batch_062.json,4,MN,1,MN0410100,,1.0,5313
c-MO0540100-alma,token_reporter,c,batches/batch_062.json,5,MO,1,MO0540100,,1.0,5264
b2-KY0480400-lynch,published_zero,b2_cius,batches/batch_062.json,6,KY,1,KY0480400,full_year_nibrs_backed,0.0,5342
c-MO0870100-center,token_reporter,c,batches/batch_062.json,7,MO,1,MO0870100,,1.0,5255
a2-CA04599-highway-patrol-redding,ambiguous_twin,a2,batches/batch_062.json,8,CA,3,CA0459935|CA0459901|CA0459907,,7.0,6341
c-MT0380000-powder-river,token_reporter,c,batches/batch_062.json,9,MT,1,MT0380000,,1.0,5325
b2-KY0520400-campbellsburg,published_zero,b2_cius,batches/batch_062.json,10,KY,1,KY0520400,full_year_nibrs_backed,0.0,5381
c-NB0860000-thomas,token_reporter,c,batches/batch_062.json,11,NE,1,NB0860000,,1.0,5230
c-NH0057000-sugar-hill,token_reporter,c,batches/batch_063.json,0,NH,1,NH0057000,,1.0,5372
b2-KY0561400-woodlawn-park,published_zero,b2_cius,batches/batch_063.json,1,KY,1,KY0561400,full_year_nibrs_backed,0.0,5391
c-NH0074800-sutton,token_reporter,c,batches/batch_063.json,2,NH,1,NH0074800,,1.0,5311
c-NH0101000-goshen,token_reporter,c,batches/batch_063.json,3,NH,1,NH0101000,,1.0,5265
b2-KY0660100-hyden,published_zero,b2_cius,batches/batch_063.json,4,KY,1,KY0660100,full_year_nibrs_backed,0.0,5456
c-NM0250000-san-miguel,token_reporter,c,batches/batch_063.json,5,NM,1,NM0250000,,1.0,5280
c-NY0025600-willing-town,token_reporter,c,batches/batch_063.json,6,NY,1,NY0025600,,1.0,5237
a2-CA02799-highway-patrol-monterey,ambiguous_twin,a2,batches/batch_063.json,7,CA,2,CA0279930|CA0279935,,6.0,5660
c-NY0223300-sackets-harbor-village,token_reporter,c,batches/batch_063.json,8,NY,1,NY0223300,,1.0,5375
b2-KY0690300-crab-orchard,published_zero,b2_cius,batches/batch_063.json,9,KY,1,KY0690300,full_year_nibrs_backed,0.0,5499
c-NY0294700-centre-island-village,token_reporter,c,batches/batch_063.json,10,NY,1,NY0294700,,1.0,5256
c-NY0355800-highlands-town,token_reporter,c,batches/batch_063.json,11,NY,1,NY0355800,,1.0,5264
b2-KY0960200-butler,published_zero,b2_cius,batches/batch_064.json,0,KY,1,KY0960200,full_year_nibrs_backed,0.0,5328
c-NY0492000-interlaken-village,token_reporter,c,batches/batch_064.json,1,NY,1,NY0492000,,1.0,5335
c-OK0200300-arapaho,token_reporter,c,batches/batch_064.json,2,OK,1,OK0200300,,1.0,5205
b2-KY0980200-elkhorn-city,published_zero,b2_cius,batches/batch_064.json,3,KY,1,KY0980200,full_year_nibrs_backed,0.0,5517
c-OK0411400-sparks,token_reporter,c,batches/batch_064.json,4,OK,1,OK0411400,,1.0,5312
c-PA0032500-worthington,token_reporter,c,batches/batch_064.json,5,PA,1,PA0032500,,1.0,5201
b2-KY1000300-eubank,published_zero,b2_cius,batches/batch_064.json,6,KY,1,KY1000300,full_year_nibrs_backed,0.0,5491
a2-CA03999-highway-patrol-stockton,ambiguous_twin,a2,batches/batch_064.json,7,CA,3,CA0399965|CA0399966|CA0399912,,5.0,6372
