ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
GA0602400,13,130630402021,0.103321537244099,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,130630402022,0.015452672966610,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,130630402032,0.001577811340321,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,130630402042,0.001010904056845,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,130630403081,0.001351318849093,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,130639800001,0.698975664093824,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,131210106031,0.000483775202327,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,131210106032,0.001354537830154,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,131210106033,0.024682023811645,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
GA0602400,13,131210106034,0.006083569161199,official_arcgis_operational_layers_plus_official_county_parcels,https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Airfield/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Surface_Transportation/FeatureServer; https://services5.arcgis.com/62o2qANhRqripAuB/arcgis/rest/services/ATL_Buildings/FeatureServer; https://gis.claytoncountyga.gov/server/rest/services/TaxAssessor/Parcels/MapServer/0,"Union of official ATL Airfield polygon layers plus official ATL ParkingLot/Building/NonCOABuildings/FireStations surfaces, filled with City of Atlanta-owned Clayton parcels within 200 m of the official airport geometry, and supplemented by ATL RoadSegment/Bridges polygons clipped to a 120 m buffer around the parcel-backed official footprint; intersected with 2020 Georgia TIGER block groups using EPSG:5070 area shares."
