ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
CA0371500,06,060730099021,0.203045966161926,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730216001,0.166151602302368,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730106012,0.107707032033930,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730126001,0.090728233432310,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730101031,0.076941038279416,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730219001,0.071556064073033,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730062001,0.059064098983002,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730125021,0.038124379889244,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730051032,0.036361501576720,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730050001,0.025253134193005,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060739901000,0.021695200967882,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730131031,0.018435890363760,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
CA0371500,06,060730038001,0.017158869281373,official_arcgis_feature_layer,https://services2.arcgis.com/kvy1JT30Izby5wgm/arcgis/rest/services/Port_Administrative_Boundary/FeatureServer/0,Official Port Administrative Boundary ArcGIS layer (1 Port of San Diego feature) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; Port Property Boundaries used only for supplemental land-edge QA.
