ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
OH0252700,39,390490011102,0.002212914443953177,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011103,0.008998985984495833,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011211,0.070984207376863,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011212,0.09983326941565303,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011213,0.025246260064650146,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011221,0.4754415338228887,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490011222,0.17424173731594847,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490013022,0.003940488534851346,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490013023,3.973499420746331e-05,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
OH0252700,39,390490017001,0.007263818756834735,official_osu_campusmap_buildings_and_parking_layers_plus_framework_public_safety_qa,https://osugis.maps.arcgis.com/sharing/rest/content/items/bf257063c3914093ab07d8e08c76e5a4/data?f=json | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Buildings_POI/MapServer/1/query | https://gissvc.osu.edu/arcgis/rest/services/Apps/Campusmap_Transportation/MapServer/0/query | https://faculty.osu.edu/sites/default/files/documents/columbus-campus-map.pdf | https://pare.osu.edu/sites/default/files/framework.pdf | https://dps.osu.edu/police | https://dps.osu.edu/report-crime | https://dps.osu.edu/sites/default/files/documents/annual_security_fire_safety_report.pdf | https://dps.osu.edu/divisions/wexner-medical-center-security | https://usg.osu.edu/posts/documents/doc_9192012_19729578.pdf,"Official OSU campus-map Buildings layer filtered to Geography=Columbus Contiguous, plus official Parking polygons within 250 m of that contiguous-building union after excluding explicit off-campus / Indianola school lots; dissolved and morphology-closed at 120 m to recover the mapped east-campus, medical, athletics, west-campus, Waterman, and adjacent public-property edge structure described in the OSU framework and campus map, then limited to resulting components of at least 1 acre to drop tiny support slivers and the stray 17th-Avenue satellite remnant."
