ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
UT0184000,49,490039605001,0.000405157390179,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039605002,0.000469514207618,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039605003,0.000610191678369,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039605004,0.001086563920956,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039606011,0.000191447340451,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039606013,0.000113618100189,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039606014,0.000337081837704,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039606021,0.000044853957387,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039606023,0.000372005186863,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
UT0184000,49,490039607011,0.000469202052328,official_uta_gtfs_plus_station_inventory_plus_park_polygons,https://gtfsfeed.rideuta.com/GTFS.zip | https://www.rideuta.com/Rider-Info/Station-Addresses | https://www.rideuta.com/Rider-Info/Park-and-Ride-Lots | https://maps.rideuta.com/server/rest/services/Hosted/Park_and_Ride_Polygons/FeatureServer/0 | https://maps.rideuta.com/server/rest/services/Hosted/FrontRunnerStationsPlatformPolygons/FeatureServer/12,"Union of (1) active UTA GTFS route shapes on 2026-03-24 buffered 10 m for bus and 20 m for rail, (2) active GTFS stop points buffered 20 m, (3) official station-inventory geometries using exact FrontRunner platform polygons when available and otherwise 60 m buffers around matched GTFS station stop clusters, and (4) official non-LDS UTA park-and-ride / transit-center polygons from the UTA open-data Park_and_Ride_Polygons layer; shares use EPSG:5070 intersection area."
