ori,state_fips,block_group_geoid,weight_share,geometry_source_type,geometry_source_ref,footprint_note
CA0579700,06,061130105011,0.34690436012445,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,061130113012,0.18882066239738,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,060952533002,0.16567766748747,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,061130105012,0.16546665771687,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,061130105051,0.10260755948606,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,060670017023,0.02582708808004,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,061130106084,0.00292262303421,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,060670029001,0.00092370322062,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,061130105082,0.00072631112854,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
CA0579700,06,060670018005,0.00012336732436,official_arcgis_feature_layer,https://gis.ucdavis.edu/server/rest/services/UC_Davis_Campus_Boundary/MapServer/0,"Union of the official UC Davis Campus Boundary MapServer layer (10 campus polygons across Central, West, South, Russell Ranch, Research Park, and Sacramento Campus) intersected with 2020 California TIGER block groups using EPSG:5070 area shares; 2025 UC Davis Clery and Aggie Square materials used for scope QA only."
